5.317475410929964896e-01 5.108192269169872270e-03
5.960427710370577170e-01 6.206853131278282538e-03
6.603380009811189444e-01 4.762153237833908689e-03
7.246332309251801718e-01 1.416041669444284209e-02
7.889284608692412881e-01 1.494481447843667814e-02
8.532236908133026265e-01 8.536831781843447556e-03
9.175189207573637429e-01 1.766088888721514816e-02
9.818141507014249703e-01 3.449987862289624618e-02
1.046109380645486198e+00 4.487687413320450014e-02
1.110404610589547314e+00 4.270957400315255476e-02
1.174699840533608652e+00 4.066550646436774968e-02
1.238995070477669991e+00 4.891368577519081273e-02
1.303290300421731107e+00 5.463385783360721892e-02
1.367585530365792224e+00 5.647448871202973703e-02
1.431880760309853340e+00 5.482797328177553553e-02
1.496175990253914678e+00 4.955187158433993488e-02
1.560471220197976017e+00 5.110003143261034053e-02
1.624766450142037133e+00 4.501414948183056486e-02
1.689061680086098249e+00 4.366975705631002957e-02
1.753356910030159366e+00 4.141850675821204947e-02
1.817652139974220926e+00 4.026817827282908047e-02
1.881947369918282043e+00 3.729680447336568283e-02
1.946242599862343159e+00 3.306072208393767003e-02
2.010537829806404275e+00 3.484743718180062511e-02
2.074833059750465392e+00 3.139420134661652373e-02
2.139128289694526952e+00 2.837585898252114464e-02
2.203423519638588068e+00 2.886779901318780803e-02
2.267718749582649185e+00 2.627235854166210666e-02
2.332013979526710301e+00 2.356411715038310428e-02
2.396309209470771862e+00 2.168218080188662883e-02
2.460604439414832978e+00 1.463403653206622398e-02
