2.206816585988546648e-03 3.636631575616482169e-08
2.673528765713347605e-02 9.730195135519874370e-07
5.126375872827840935e-02 1.375579802277642375e-05
7.579222979942333571e-02 3.845271439557603166e-05
1.003207008705682690e-01 1.393102300346378694e-04
1.248491719417132023e-01 5.242883168019439773e-04
1.493776430128581079e-01 8.823058024333389629e-04
1.739061140840030550e-01 1.953201508432642671e-03
1.984345851551479745e-01 3.107911812855666551e-03
2.229630562262928939e-01 4.948152221997615535e-03
2.474915272974378411e-01 6.517247338044891009e-03
2.720199983685827605e-01 8.998672577072168791e-03
2.965484694397276799e-01 1.269541300869694335e-02
3.210769405108725993e-01 1.740635450113152405e-02
3.456054115820175743e-01 2.347497254161624858e-02
3.701338826531624937e-01 2.962592282579143421e-02
3.946623537243074131e-01 3.673818557134646279e-02
4.191908247954523326e-01 4.378821258800411065e-02
4.437192958665972520e-01 5.176746296150743637e-02
4.682477669377422269e-01 5.605236567630997313e-02
4.927762380088871463e-01 6.295920003055109626e-02
5.173047090800320102e-01 7.016568828152759674e-02
5.418331801511769852e-01 7.543319367914028128e-02
5.663616512223219601e-01 8.297110180183837891e-02
5.908901222934668240e-01 8.738208243108314122e-02
6.154185933646117990e-01 9.133733801608973080e-02
6.399470644357566629e-01 8.192992405713175885e-02
6.644755355069016378e-01 6.399285330216251955e-02
6.890040065780466128e-01 4.303139153410791978e-02
7.135324776491914767e-01 2.341819585151781041e-02
7.380609487203364516e-01 1.074238458222708664e-02
7.625894197914813155e-01 4.395008559609396744e-03
7.871178908626262904e-01 1.912969162503281272e-03
8.116463619337712654e-01 8.716352991342874888e-04
8.361748330049161293e-01 3.499381134616704478e-04
8.607033040760611042e-01 2.409003612371130314e-04
8.852317751472059681e-01 9.723188331364876523e-05
9.097602462183509431e-01 7.524221393927189253e-05
9.342887172894959180e-01 8.110863044984765495e-06
9.588171883606407819e-01 1.241259605399523612e-05
9.833456594317857569e-01 0.000000000000000000e+00
