#1:h                      2:Az                      3:vimp                    4:xobs                    5:yobs                    6:zobs                    7:vxobs                   8:vyobs                   9:vzobs                   10:q(AU)                  11:e                      12:i                      13:Omega                  14:omega                  15:M                      16:qapex                  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.79800000000000004e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.51644698722157685e+01  -8.92133616502865756e+00  6.19890484921110740e+00   +7.47505609618977718e-01  +4.65932068164651492e-01  +1.18264650826797642e+01  +1.32531789388678476e+02  +2.85303111196466148e+02  +2.81309465865699337e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.77010000000000005e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.49725761181703447e+01  -9.10068950438472868e+00  6.10482952396489331e+00   +7.51667513372870522e-01  +4.52287100982385226e-01  +1.16645437508841283e+01  +1.32533838444419018e+02  +2.85261894747948190e+02  +2.79260142941945674e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.74720000000000013e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.48150719257818082e+01  -9.24790066822895618e+00  6.02761357600294723e+00   +7.55168125167742343e-01  +4.41005297917998862e-01  +1.15299951631876922e+01  +1.32535619989206026e+02  +2.85225947515387475e+02  +2.77597106603458599e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.80930000000000000e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.52421902815603332e+01  -8.84869484837189724e+00  6.23700704187355193e+00   +7.45850684780823059e-01  +4.71429459642425552e-01  +1.18914708472144550e+01  +1.32530993654823817e+02  +2.85319071788779922e+02  +2.82146324481889678e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.75719999999999992e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.48838510490955827e+01  -9.18361631720527782e+00  6.06133233057148146e+00   +7.53629797697018211e-01  +4.45941407923620803e-01  +1.15889430186964155e+01  +1.32534830180147566e+02  +2.85241894810327494e+02  +2.78321136085567048e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.73460000000000001e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.47284102304064533e+01  -9.32889895051879847e+00  5.98512794524659242e+00   +7.57128387712511008e-01  +4.34763788396462847e-01  +1.14552725933629134e+01  +1.32536642955138433e+02  +2.85205271046598170e+02  +2.76689810998235146e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.79170000000000016e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.51211390245280910e+01  -8.96183530617357604e+00  6.17766203383292911e+00   +7.48435833372609105e-01  +4.62860061055427818e-01  +1.17900831147313099e+01  +1.32532241273045543e+02  +2.85294035395730816e+02  +2.80844578271464968e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.72800000000000011e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.46830160090193687e+01  -9.37132662219442736e+00  5.96287356723135975e+00   +7.58165202169212904e-01  +4.31484283801267410e-01  +1.14159240705694973e+01  +1.32537191821087362e+02  +2.85194168956442638e+02  +2.76216835008314717e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.69920000000000009e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.44849321338757093e+01  -9.55646555314262969e+00  5.86576355407397543e+00   +7.62773305387869915e-01  +4.17087247819248330e-01  +1.12424221913294566e+01  +1.32539701176735235e+02  +2.85143363935173909e+02  +2.74172017324600290e+02  +8.71417914284086521e+01  
+3.28620000000000019e+01  +1.75159999999999997e+02  +1.69450000000000003e+01  -9.94192629443240911e+07  1.10089354397315279e+08   -8.71421167197525210e+03  -3.44526059459182363e+01  -9.58667919812375935e+00  5.84991573942676357e+00   +7.63538716047594712e-01  +4.14723714758736317e-01  +1.12138123540048493e+01  +1.32540129681283673e+02  +2.85134684179281408e+02  +2.73841364693331343e+02  +8.71417914284086521e+01  
