#1:h                      2:Az                      3:vimp                    4:xobs                    5:yobs                    6:zobs                    7:vxobs                   8:vyobs                   9:vzobs                   10:q(AU)                  11:e                      12:i                      13:Omega                  14:omega                  15:M                      16:qapex                  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.79800000000000004e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.48031295040735813e+01  -8.41291764602931380e+00  5.92712940141319145e+00   +7.26608870122363859e-01  +4.54483392248928530e-01  +1.16072223823530223e+01  +1.32533404497215230e+02  +2.80740164850451777e+02  +2.76767549163529054e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.77010000000000005e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.46168361326462204e+01  -8.60016532058892480e+00  5.83727347153515908e+00   +7.30995150401238858e-01  +4.41396456359608169e-01  +1.14469443855981599e+01  +1.32535082009698300e+02  +2.80670671851067482e+02  +2.74892102473186071e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.74720000000000013e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.44639286700768110e+01  -8.75385606422387497e+00  5.76352075489691984e+00   +7.34685517105966079e-01  +4.30568749122433925e-01  +1.13138487891081763e+01  +1.32536564266272308e+02  +2.80610183023650791e+02  +2.73378031272408407e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.80930000000000000e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.48785816580925427e+01  -8.33707898213958032e+00  5.96352266333511860e+00   +7.24865081428191393e-01  +4.59753249803578956e-01  +1.16716013997592416e+01  +1.32532761185138781e+02  +2.80767105989048616e+02  +2.77536305358575362e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.75719999999999992e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45307004877927071e+01  -8.68674220237455152e+00  5.79572718137650167e+00   +7.33063683881152062e-01  +4.35306994927967705e-01  +1.13721504355362395e+01  +1.32535904477983934e+02  +2.80637002134066051e+02  +2.74036305074240090e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.73460000000000001e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43797961797547771e+01  -8.83841953015402204e+00  5.72294065753264825e+00   +7.36752466036420972e-01  +4.24575606824900476e-01  +1.12399666353560033e+01  +1.32537424981561600e+02  +2.80575451101649037e+02  +2.72555171529386030e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.79170000000000016e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.47610632589125643e+01  -8.45519937899438645e+00  5.90683935273105476e+00   +7.27589131733799133e-01  +4.51537857420775346e-01  +1.15711994903621189e+01  +1.32533771870497191e+02  +2.80724851943170052e+02  +2.76341206320070398e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.72800000000000011e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43357267800622878e+01  -8.88271467897457612e+00  5.70168441605612397e+00   +7.37845836518423392e-01  +4.21425783832816758e-01  +1.12010701123718590e+01  +1.32537889594530725e+02  +2.80556822032701234e+02  +2.72127139053656322e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.69920000000000009e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.41434239450404888e+01  -9.07600260110062784e+00  5.60892990779493061e+00   +7.42706412267510774e-01  +4.07591335787016451e-01  +1.10296371246202636e+01  +1.32540037706273523e+02  +2.80471766235435723e+02  +2.70284345210860010e+02  +8.93733707625532219e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.69450000000000003e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.41120411907140237e+01  -9.10754611616980903e+00  5.59379288734952596e+00   +7.43513940082189739e-01  +4.05319111205394655e-01  +1.10013800608385921e+01  +1.32540408313625477e+02  +2.80457268593276353e+02  +2.69987595428416114e+02  +8.93733707625532219e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.79800000000000004e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.49116621396976754e+01  -8.83688170711191923e+00  6.53695124228177171e+00   +7.44873829975848722e-01  +4.56374410024187216e-01  +1.24188836703069665e+01  +1.32533896134662854e+02  +2.84243930386925626e+02  +2.79256439447623222e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.77010000000000005e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.47236846411658036e+01  -9.01755062899955817e+00  6.43763255970060744e+00   +7.49057481134619230e-01  +4.42913676074222051e-01  +1.22437358057092371e+01  +1.32535890657256630e+02  +2.84185009002693221e+02  +2.77269598852649722e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.74720000000000013e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45693948663851671e+01  -9.16584160789657965e+00  6.35611292417700113e+00   +7.52577730613954277e-01  +4.31783403969719926e-01  +1.20981811614337271e+01  +1.32537629232145747e+02  +2.84133875672596503e+02  +2.75660404235807562e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.80930000000000000e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.49877963953754545e+01  -8.76370755595312545e+00  6.57717708863185102e+00   +7.43210745233932824e-01  +4.61797289150714219e-01  +1.24891930033292677e+01  +1.32533123069986488e+02  +2.84266831774631441e+02  +2.80068938131165169e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.75719999999999992e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.46367703138876237e+01  -9.10108572191534826e+00  6.39171101829211175e+00   +7.51030622943202886e-01  +4.36653305316370588e-01  +1.21619525182417796e+01  +1.32536857968582268e+02  +2.84156530879683885e+02  +2.76360632813062296e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.73460000000000001e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.44845018025320584e+01  -9.24743402423293759e+00  6.31125932559196023e+00   +7.54549521699287129e-01  +4.25625407890853069e-01  +1.20173411077244268e+01  +1.32538629354730091e+02  +2.84104570379070992e+02  +2.74783748504494042e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.79170000000000016e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.48692156077711246e+01  -8.87767791528009198e+00  6.51452444298925393e+00   +7.45808762618945464e-01  +4.53343970465031665e-01  +1.23795317760480827e+01  +1.32534335518034396e+02  +2.84230928928013952e+02  +2.78805367824255313e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.72800000000000011e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.44400340071804365e+01  -9.29017290898054782e+00  6.28776458347598588e+00   +7.55592587248484548e-01  +4.22389691381003185e-01  +1.19747698488602392e+01  +1.32539166505630220e+02  +2.84088866580158651e+02  +2.74327116379876543e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.69920000000000009e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.42459927183733441e+01  -9.47666986060650096e+00  6.18524207242445989e+00   +7.60229748434389507e-01  +4.08184117223239828e-01  +1.17870490822342688e+01  +1.32541626977262325e+02  +2.84017277555602391e+02  +2.72356056879556832e+02  +8.71507182231368489e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.69450000000000003e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.42143262580471799e+01  -9.50710512701768096e+00  6.16851096819035583e+00   +7.61000186096496334e-01  +4.05851895193154455e-01  +1.17560935306180987e+01  +1.32542047881948832e+02  +2.84005090986184541e+02  +2.72037827923165594e+02  +8.71507182231368489e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.79800000000000004e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.46398948555142354e+01  -8.21378985658182970e+00  5.84428220797594111e+00   +7.18046298179482290e-01  +4.50037047283187552e-01  +1.15617191546110156e+01  +1.32533137552348023e+02  +2.78847288820689869e+02  +2.74874016475622341e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.77010000000000005e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.44561344355300463e+01  -8.40412744511562693e+00  5.75571183799607411e+00   +7.22523815658365987e-01  +4.37169060681570021e-01  +1.14012105468474196e+01  +1.32534670639964901e+02  +2.78766090796186973e+02  +2.73073493295890898e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.74720000000000013e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43053059904534052e+01  -8.56035435470071171e+00  5.68301429417747350e+00   +7.26291405743774376e-01  +4.26519471477790013e-01  +1.12679577963332047e+01  +1.32536037872573161e+02  +2.78695460252576709e+02  +2.71623436301302490e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.80930000000000000e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.47143211188053300e+01  -8.13669972215775061e+00  5.88015479510040251e+00   +7.16266399113434038e-01  +4.55217610531389816e-01  +1.16262037349680032e+01  +1.32532553961998900e+02  +2.78878781243441210e+02  +2.75613361135601679e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.75719999999999992e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43711699402685298e+01  -8.49213299680329925e+00  5.71475994650000629e+00   +7.24635581692600783e-01  +4.31180111311775804e-01  +1.13263244929379976e+01  +1.32535427900234168e+02  +2.78726770159926218e+02  +2.72253471895179700e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.73460000000000001e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.42223174136863548e+01  -8.64631326565146274e+00  5.64301477225108261e+00   +7.28401796667576873e-01  +4.20623730358100245e-01  +1.11940015970292457e+01  +1.32536836777581698e+02  +2.78654926960140074e+02  +2.70836795618369024e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.79170000000000016e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45984005671307102e+01  -8.25676931205720344e+00  5.82428244701274522e+00   +7.19046899053303212e-01  +4.47141141037014134e-01  +1.15256404466119058e+01  +1.32533471927225833e+02  +2.78829392205550107e+02  +2.74464302963889793e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.72800000000000011e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.41788472068083706e+01  -8.69133936186375600e+00  5.62206264171820980e+00   +7.29518203286571243e-01  +4.17524758206582358e-01  +1.11550698199950578e+01  +1.32537269457906973e+02  +2.78633193194995670e+02  +2.70428023709716115e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.69920000000000009e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.39891590313408116e+01  -8.88781687260832243e+00  5.53063516302931468e+00   +7.34481670747350157e-01  +4.03910864160204719e-01  +1.09835115084791788e+01  +1.32539282051648598e+02  +2.78534027425160332e+02  +2.68671661927741411e+02  +9.01857304552102477e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.69450000000000003e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.39582029749277012e+01  -8.91988091082010826e+00  5.51571470643772521e+00   +7.35306371390669344e-01  +4.01674428020466601e-01  +1.09552384070854725e+01  +1.32539631168283194e+02  +2.78517135863350006e+02  +2.68389394758470587e+02  +9.01857304552102477e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.79800000000000004e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.49915640364000282e+01  -8.75589923164664796e+00  6.23004010384964690e+00   +7.41061895564768203e-01  +4.59732606571513103e-01  +1.19509781387179057e+01  +1.32533167169979606e+02  +2.83745515871918940e+02  +2.79443995691463215e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.77010000000000005e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.48023466808503628e+01  -8.93782477815357623e+00  6.13548383548553566e+00   +7.45290242442193662e-01  +4.46298220594401995e-01  +1.17853812030119673e+01  +1.32535097603691867e+02  +2.83690841688226101e+02  +2.77460095142180478e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.74720000000000013e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.46470392456500988e+01  -9.08714718012521239e+00  6.05787313492860946e+00   +7.48847424871612932e-01  +4.35188309430517561e-01  +1.16477976079052468e+01  +1.32536783540631632e+02  +2.83643265323247590e+02  +2.75853268558150489e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.80930000000000000e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.50682004563896754e+01  -8.68221612499688788e+00  6.26833708709389548e+00   +7.39380793911128653e-01  +4.65144335282465127e-01  +1.20174665909771239e+01  +1.32532420064242245e+02  +2.83766721145083068e+02  +2.80255288808398177e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.75719999999999992e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.47148590863489019e+01  -9.02194089105462815e+00  6.09176427054298486e+00   +7.47284160085056826e-01  +4.40049460545745064e-01  +1.17080729871832698e+01  +1.32536035270025792e+02  +2.83664358795501130e+02  +2.76552468570549365e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.73460000000000001e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45615862463696075e+01  -9.16930710435414653e+00  6.01517030405449304e+00   +7.50839642223093184e-01  +4.29041025444793611e-01  +1.15713971315397970e+01  +1.32537754670397163e+02  +2.83615947843680090e+02  +2.74977895544831085e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.79170000000000016e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.49488375367597826e+01  -8.79697919376111415e+00  6.20868868841258958e+00   +7.42006893785395638e-01  +4.56708263877498355e-01  +1.19137681118159815e+01  +1.32533592082318279e+02  +2.83733465824476866e+02  +2.78993592682751796e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.72800000000000011e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45168251515083995e+01  -9.21234325514073227e+00  5.99280215454900134e+00   +7.51893439089706517e-01  +4.25810779857192845e-01  +1.15311672303679256e+01  +1.32538276620941105e+02  +2.83601294698130062e+02  +2.74521928974584227e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.69920000000000009e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43215040102958326e+01  -9.40013736766401564e+00  5.89519568397959315e+00   +7.56577706978459830e-01  +4.11627936584279708e-01  +1.13537972784208705e+01  +1.32540670624746696e+02  +2.83534373862917846e+02  +2.72553716063027082e+02  +8.77977105659142723e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.69450000000000003e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.42896286851674006e+01  -9.43078432352718821e+00  5.87926685024083540e+00   +7.57355878448627284e-01  +4.09299245511683119e-01  +1.13245524892242937e+01  +1.32541080654215421e+02  +2.83522963089979271e+02  +2.72235941807669747e+02  +8.77977105659142723e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.79800000000000004e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45719926774303872e+01  -8.30304679867863982e+00  6.16676308321669531e+00   +7.22378843516758518e-01  +4.46814782978975478e-01  +1.20590951308719934e+01  +1.32534222866449682e+02  +2.79428169540445367e+02  +2.74824909619318873e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.77010000000000005e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43892859119336975e+01  -8.49199936569713998e+00  6.07318869965550601e+00   +7.26805988923780233e-01  +4.33913656782533796e-01  +1.18883223350996552e+01  +1.32535823831871966e+02  +2.79342226095865840e+02  +2.73018904893701006e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.74720000000000013e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.42393222943754836e+01  -8.64708946550802438e+00  5.99638391888305833e+00   +7.30531919917200345e-01  +4.23238205537788903e-01  +1.17465096170452679e+01  +1.32537246417308751e+02  +2.79267612608402430e+02  +2.71564318820271069e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.80930000000000000e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.46459921917713416e+01  -8.22651762278942655e+00  6.20466238551925464e+00   +7.20619236710053124e-01  +4.52009275818382406e-01  +1.21276882454786605e+01  +1.32533611636775362e+02  +2.79461554186066110e+02  +2.75566460140258016e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.75719999999999992e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.43048085902524349e+01  -8.57936453109279284e+00  6.02992312446054601e+00   +7.28894324620401601e-01  +4.27909989778191724e-01  +1.18086298669926038e+01  +1.32536612311239992e+02  +2.79300672326379697e+02  +2.72196334889549576e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.73460000000000001e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.41568095615705261e+01  -8.73242288287121937e+00  5.95412451985542379e+00   +7.32619256238992711e-01  +4.17328753241402173e-01  +1.16677883564225677e+01  +1.32538075652734250e+02  +2.79224849620913062e+02  +2.70775178038046079e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.79170000000000016e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.45307363110279084e+01  -8.34571350736023376e+00  6.14563338370287759e+00   +7.23368104469692796e-01  +4.43911237579134976e-01  +1.20207138826014219e+01  +1.32534572613108111e+02  +2.79409210820832129e+02  +2.74413962487640504e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.72800000000000011e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.41135886062917422e+01  -8.77712133958527296e+00  5.93198864417428418e+00   +7.33723546377877955e-01  +4.14222747038114125e-01  +1.16263442969436053e+01  +1.32538524187418801e+02  +2.79201936167055806e+02  +2.70365094973484247e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.69920000000000009e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.39249880741661300e+01  -8.97216915070114496e+00  5.83539573211112028e+00   +7.38633790973811877e-01  +4.00579363118616361e-01  +1.14436855959723172e+01  +1.32540605728153793e+02  +2.79097518387887249e+02  +2.68603006551360806e+02  +8.94757833491485854e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.69450000000000003e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.38942095151039666e+01  -9.00399986987630463e+00  5.81963230548970145e+00   +7.39449747906710142e-01  +3.98338302516966558e-01  +1.14135787993186693e+01  +1.32540966064384577e+02  +2.79079752245441398e+02  +2.68319805084026086e+02  +8.94757833491485854e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.79800000000000004e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.52400147519558260e+01  -9.17715292498582258e+00  6.51697118480379789e+00   +7.57707378846927737e-01  +4.68448008557926510e-01  +1.22305782140585286e+01  +1.32530746875749259e+02  +2.87321203318078744e+02  +2.82865014651220008e+02  +8.59973590224299897e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.77010000000000005e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.50469421266820191e+01  -9.35254177625127880e+00  6.41796253759728685e+00   +7.61751334032666039e-01  +4.54560557821115041e-01  +1.20615281972335016e+01  +1.32532983547535110e+02  +2.87287137636775185e+02  +2.80749316917243220e+02  +8.59973590224299897e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.74720000000000013e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.48884703303103265e+01  -9.49649893374156662e+00  6.33669737555323920e+00   +7.65152722286848941e-01  +4.43082068479783764e-01  +1.19209966837173855e+01  +1.32534918017145969e+02  +2.87257473994809231e+02  +2.79029415204885083e+02  +8.59973590224299897e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.80930000000000000e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.53182126252746116e+01  -9.10611729705393280e+00  6.55707146127094642e+00   +7.56099358231768437e-01  +4.74044509193891128e-01  +1.22984232984031383e+01  +1.32529874799896959e+02  +2.87334414901158766e+02  +2.83727866827873186e+02  +8.59973590224299897e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.75719999999999992e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.49576719881145550e+01  -9.43363554619122269e+00  6.37218434587815263e+00   +7.63658001948178899e-01  +4.48103809389766294e-01  +1.19825722409202715e+01  +1.32534061557788391e+02  +2.87270629278030754e+02  +2.79778545280030812e+02  +8.59973590224299897e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.73460000000000001e+01  -9.94192580410033613e+07  1.10089359587698147e+08   -8.71699503120897134e+03  -3.48012762414769909e+01  -9.57570680205500047e+00  6.29198379294384935e+00   +7.67057404089177441e-01  +4.36733231873402628e-01  +1.18429290015477804e+01  +1.32536024656036034e+02  +2.87240426018990661e+02  +2.78089891415175430e+02  +8.59973590224299897e+01  
