#1:h                      2:Az                      3:vimp                    4:xobs                    5:yobs                    6:zobs                    7:vxobs                   8:vyobs                   9:vzobs                   10:q(AU)                  11:e                      12:i                      13:Omega                  14:omega                  15:M                      16:qapex                  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.79800000000000004e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.48064440389272960e+01  -8.40120140615905697e+00  5.89687349336175437e+00   +7.26152984003902158e-01  +4.54668375406329595e-01  +1.15683316626829473e+01  +1.32533309776913427e+02  +2.80668248225788318e+02  +2.76746181536491633e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.77010000000000005e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.46201019907465053e+01  -8.58862381117722862e+00  5.80748399075103716e+00   +7.30547036688360296e-01  +4.41586721707920460e-01  +1.14090416967897692e+01  +1.32534979776627893e+02  +2.80599382530596017e+02  +2.74872432954128442e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.74720000000000013e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.44671545748561741e+01  -8.74245797156848603e+00  5.73411411226410639e+00   +7.34243919646707321e-01  +4.30763142441833724e-01  +1.12767702578901456e+01  +1.32536455992517517e+02  +2.80539428868789059e+02  +2.73359788029880406e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.80930000000000000e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.48819159079037462e+01  -8.32529197330223525e+00  5.93307784388150505e+00   +7.24406096446703618e-01  +4.59936015889586769e-01  +1.16323153160895156e+01  +1.32532669553963245e+02  +2.80694942371151569e+02  +2.77514262631526606e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.75719999999999992e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.45339438394371072e+01  -8.67528148231466112e+00  5.76615336051167393e+00   +7.32619225127581708e-01  +4.35499608947408134e-01  +1.13347105034047786e+01  +1.32535798827838164e+02  +2.80566011900170224e+02  +2.74017435460587592e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.73460000000000001e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43830001014842068e+01  -8.82710034802830634e+00  5.69374465947216990e+00   +7.36314509859155364e-01  +4.24772189997015437e-01  +1.12033468850207303e+01  +1.32537313433955660e+02  +2.80504999944552708e+02  +2.72537725211528198e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.79170000000000016e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.47643668022413124e+01  -8.44352259438896624e+00  5.87668876696578746e+00   +7.27134985344255358e-01  +4.51724057304424553e-01  +1.15325303798748937e+01  +1.32533675439395921e+02  +2.80653074740947318e+02  +2.76320218270259431e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.72800000000000011e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43389191868607924e+01  -8.87143683093583135e+00  5.67259875562877447e+00   +7.37409804207039166e-01  +4.21623490650220978e-01  +1.11646922300418581e+01  +1.32537776346445156e+02  +2.80486532161519904e+02  +2.72110113549450659e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.69920000000000009e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.41465661048677163e+01  -9.06490511998684667e+00  5.58032572067577792e+00   +7.42278914750694740e-01  +4.07793753750872623e-01  +1.09943276523890034e+01  +1.32539917156352800e+02  +2.80402202434602259e+02  +2.70269182455017187e+02  +8.93560872241167061e+01  
+3.31980000000000004e+01  +1.77789999999999992e+02  +1.69450000000000003e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.41151751505146805e+01  -9.09647806993614338e+00  5.56526727399941912e+00   +7.43087857921138739e-01  +4.05522267822531757e-01  +1.09662470183051308e+01  +1.32540286590667051e+02  +2.80387826943425523e+02  +2.69972740652867685e+02  +8.93560872241167061e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.79800000000000004e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.49161117965573311e+01  -8.82452475889449062e+00  6.50693730777033164e+00   +7.44411928215373386e-01  +4.56568962158129532e-01  +1.23811125093788732e+01  +1.32533839411007705e+02  +2.84170222106441429e+02  +2.79240271442078381e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.77010000000000005e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.47280680073098580e+01  -9.00537835326676728e+00  6.40808129769465751e+00   +7.48603526471898095e-01  +4.43113755587783764e-01  +1.22069173977763654e+01  +1.32535825776870524e+02  +2.84111900801312231e+02  +2.77255093960873523e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.74720000000000013e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.45737238218701890e+01  -9.15382090922107317e+00  6.32694141845691416e+00   +7.52130439126862171e-01  +4.31987800581858317e-01  +1.20621582645892342e+01  +1.32537557747101232e+02  +2.84061278839457145e+02  +2.75647297890199980e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.80930000000000000e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.49922729011629343e+01  -8.75127581206987770e+00  6.54697576346406596e+00   +7.42745675050926257e-01  +4.61989520409873289e-01  +1.24510408839762370e+01  +1.32533069683039827e+02  +2.84192887006777823e+02  +2.80052109524350556e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.75719999999999992e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.46411230294857617e+01  -9.08899883238513340e+00  6.36237368013278370e+00   +7.50580405618243796e-01  +4.36855841403225142e-01  +1.21255806961552430e+01  +1.32536789357412118e+02  +2.84083708533614299e+02  +2.76346912088262798e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.73460000000000001e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.44888008202745553e+01  -9.23549672603435923e+00  6.28229676874531862e+00   +7.54105953724556466e-01  +4.25832093639169129e-01  +1.19817613478597398e+01  +1.32538554272178374e+02  +2.84032262832180834e+02  +2.74771424252552606e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.79170000000000016e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.48736502957595178e+01  -8.86536266730113098e+00  6.48461498291453431e+00   +7.45348639578657268e-01  +4.53539796094903969e-01  +1.23419742216588233e+01  +1.32534276942249505e+02  +2.84157354071657664e+02  +2.78789571383587827e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.72800000000000011e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.44443173432482723e+01  -9.27827929674608143e+00  6.25891147603924480e+00   +7.55150986534333324e-01  +4.22597551441855346e-01  +1.19394237965742374e+01  +1.32539089548225888e+02  +2.84016712934670636e+02  +2.74315205303323069e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.69920000000000009e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.42502076253154044e+01  -9.46496687803359471e+00  6.15686656241273855e+00   +7.59796875280412287e-01  +4.08396898201068448e-01  +1.17527360942353294e+01  +1.32541541926923998e+02  +2.83945816149982761e+02  +2.72345976374824943e+02  +8.71339829207007028e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.69450000000000003e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.42185299977360842e+01  -9.49543325414648542e+00  6.14021339942507982e+00   +7.60568760251582821e-01  +4.06065447299789606e-01  +1.17219512448340133e+01  +1.32541961524350057e+02  +2.83933745937301353e+02  +2.72028050339541267e+02  +8.71339829207007028e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.79800000000000004e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.46429882866791345e+01  -8.20223090380448738e+00  5.81408435922738054e+00   +7.17588472135804678e-01  +4.50230377856160102e-01  +1.15226393185037885e+01  +1.32533022838604069e+02  +2.78775828763116010e+02  +2.74851583045042389e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.77010000000000005e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.44591826208608154e+01  -8.39274078213505703e+00  5.72597951559461116e+00   +7.22073846606604342e-01  +4.37367328845308156e-01  +1.13631303545269411e+01  +1.32534548787157462e+02  +2.78695305404901831e+02  +2.73052748797879531e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.74720000000000013e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43083170385224747e+01  -8.54910910520925071e+00  5.65366407046233910e+00   +7.25848023317183344e-01  +4.26721583625435164e-01  +1.12307112350982301e+01  +1.32535910308735907e+02  +2.78625250891385065e+02  +2.71604107853315895e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.80930000000000000e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.47174328753439028e+01  -8.12507098892508139e+00  5.84976839983850194e+00   +7.15805440263845516e-01  +4.55408863212284243e-01  +1.15867238092229226e+01  +1.32532442194597849e+02  +2.78807055703955086e+02  +2.75590255347970810e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.75719999999999992e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43741972054824458e+01  -8.48082599469650411e+00  5.68524286746333196e+00   +7.24189307129968207e-01  +4.31380568305114120e-01  +1.12887124003635986e+01  +1.32535302813492279e+02  +2.78656306641368928e+02  +2.72233521851486614e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.73460000000000001e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.42253080281529165e+01  -8.63514582445531609e+00  5.61387478624108560e+00   +7.27962094655659753e-01  +4.20827875603694612e-01  +1.11572190066922232e+01  +1.32536706130303941e+02  +2.78585043918480665e+02  +2.70818257368914544e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.79170000000000016e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.46014837814943519e+01  -8.24524926342751741e+00  5.79418971711675379e+00   +7.18590831737503377e-01  +4.47335610645417714e-01  +1.14867848487587345e+01  +1.32533355584422395e+02  +2.78758082046510879e+02  +2.74442247341621794e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.72800000000000011e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.41818271179593296e+01  -8.68021267739372959e+00  5.59303278022043493e+00   +7.29080445759960116e-01  +4.17729944840833367e-01  +1.11185318099512411e+01  +1.32537137212496134e+02  +2.78563483908216313e+02  +2.70409902426378494e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.69920000000000009e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.39920922371146119e+01  -8.87686803567044613e+00  5.50208584485757513e+00   +7.34052539115584213e-01  +4.04120401651272665e-01  +1.09480536932376058e+01  +1.32539142972104798e+02  +2.78465100798183414e+02  +2.68655383858610833e+02  +9.01686247225750606e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.69450000000000003e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.39611285586434235e+01  -8.90896109761143684e+00  5.48724381026711061e+00   +7.34878670165033832e-01  +4.01884645141900476e-01  +1.09199589370187802e+01  +1.32539490995347677e+02  +2.78448340979656393e+02  +2.68373421038362892e+02  +9.01686247225750606e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.79800000000000004e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.49955049867338275e+01  -8.74380109946413775e+00  6.19982603561544998e+00   +7.40606001624614541e-01  +4.59913396502339866e-01  +1.19126832021511291e+01  +1.32533104482283051e+02  +2.83672615708426349e+02  +2.79425457176917405e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.77010000000000005e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.48062292341905106e+01  -8.92590730234481811e+00  6.10573554528010654e+00   +7.44842106321564335e-01  +4.46484687612528575e-01  +1.17480506334186483e+01  +1.32535026876810463e+02  +2.83618517017631518e+02  +2.77443247840794413e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.74720000000000013e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.46508738674076540e+01  -9.07537798499598303e+00  6.02850714998694137e+00   +7.48405793379944617e-01  +4.35379225240399514e-01  +1.16112719329967895e+01  +1.32536706306037189e+02  +2.83571430931433781e+02  +2.75837844727854360e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.80930000000000000e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.50721650585524429e+01  -8.67004482374543883e+00  6.23793437041076793e+00   +7.38921807176913137e-01  +4.65322746930566800e-01  +1.19787859359538409e+01  +1.32532360665947920e+02  +2.83693594154102357e+02  +2.80236079006279454e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.75719999999999992e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.47187146389285601e+01  -9.01010694453695926e+00  6.06223134007129083e+00   +7.46839672351805484e-01  +4.40238457322863486e-01  +1.16711943053204230e+01  +1.32535960866967486e+02  +2.83592308205555923e+02  +2.76536419265066854e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.73460000000000001e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.45653944952913292e+01  -9.15761949597435354e+00  5.98601467048065849e+00   +7.50401645704106501e-01  +4.29234306359715045e-01  +1.15353197001891647e+01  +1.32537673891263069e+02  +2.83544390750945240e+02  +2.74963268265294744e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.79170000000000016e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.49527653006756580e+01  -8.78492185495332123e+00  6.17857979586230677e+00   +7.41552736244580624e-01  +4.56890360089951431e-01  +1.18756894221042746e+01  +1.32533527569019981e+02  +2.83660693644818650e+02  +2.78975431869897022e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.72800000000000011e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.45206195860875340e+01  -9.20069838267730944e+00  5.96375670502498423e+00   +7.51457363146179169e-01  +4.26005275866864375e-01  +1.14953261647753813e+01  +1.32538193995589950e+02  +2.83529885129016122e+02  +2.74507722660787522e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.69920000000000009e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43252381641073470e+01  -9.38867897919930172e+00  5.86663103758204851e+00   +7.56150151581645336e-01  +4.11827539921151120e-01  +1.13190007510195958e+01  +1.32540580029193990e+02  +2.83463627695099660e+02  +2.72541376116450806e+02  +8.77804678960527411e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.69450000000000003e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.42933530014925196e+01  -9.41935636821504474e+00  5.85078066824240217e+00   +7.56929736101400907e-01  +4.09499651714829882e-01  +1.12899285167513295e+01  +1.32540988771805843e+02  +2.83452328419666060e+02  +2.72223910911147357e+02  +8.77804678960527411e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.79800000000000004e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.45756225760852942e+01  -8.29120831243066547e+00  6.13675494076124650e+00   +7.21914428085238979e-01  +4.47021946358296174e-01  +1.20205615714445990e+01  +1.32534115751094731e+02  +2.79355950204747728e+02  +2.74804881717159674e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.77010000000000005e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43928622402589426e+01  -8.48033750683427634e+00  6.04364313982881374e+00   +7.26349644860431853e-01  +4.34125612045255682e-01  +1.18507753209403806e+01  +1.32535709432751361e+02  +2.79270712010621139e+02  +2.73000527709389303e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.74720000000000013e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.42428546527885729e+01  -8.63557258037702802e+00  5.96721804157244229e+00   +7.30082341701834503e-01  +4.23453875713540651e-01  +1.17097856588585589e+01  +1.32537126188699432e+02  +2.79196700800637359e+02  +2.71547324292855762e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.80930000000000000e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.46496437873697971e+01  -8.21460759928511663e+00  6.17446688880914785e+00   +7.20151602850007788e-01  +4.52214416817812326e-01  +1.20887599688208009e+01  +1.32533507526378600e+02  +2.79389057387867069e+02  +2.75545774621769226e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.75719999999999992e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.43083601495005297e+01  -8.56778433865530076e+00  6.00059144692457025e+00   +7.28441775636512245e-01  +4.28124062237170533e-01  +1.17715449759309099e+01  +1.32536494611348019e+02  +2.79229494767031156e+02  +2.72178733581083918e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.73460000000000001e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.41603177269315097e+01  -8.72098576494640199e+00  5.92516755082876490e+00   +7.32173458375552144e-01  +4.17546381754637208e-01  +1.16315226176742126e+01  +1.32537952275375545e+02  +2.79154279054528104e+02  +2.70758954521812655e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.79170000000000016e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.45343541131567662e+01  -8.33391490471534979e+00  6.11572969538940825e+00   +7.22905495812225296e-01  +4.44119508181854195e-01  +1.19824015829718942e+01  +1.32534463835999105e+02  +2.79337148164891175e+02  +2.74394303996318342e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.72800000000000011e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.41170840991016249e+01  -8.76572600448273853e+00  5.90314110329635966e+00   +7.33279745730490373e-01  +4.14441376689360041e-01  +1.15903201448050748e+01  +1.32538399177823351e+02  +2.79131547313946214e+02  +2.70349278132519032e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.69920000000000009e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.39284282685712029e+01  -8.96095614064130608e+00  5.80702569588223572e+00   +7.38198849547660019e-01  +4.00802158995970215e-01  +1.14087287266337842e+01  +1.32540473735956510e+02  +2.79027948152833687e+02  +2.68588986006527136e+02  +8.94591893721980114e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.69450000000000003e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.38976406851165848e+01  -8.99281661425051659e+00  5.79134019536673872e+00   +7.39016275479792761e-01  +3.98561746476727374e-01  +1.13787981911590919e+01  +1.32540832954623625e+02  +2.79010319823516397e+02  +2.68306080909249033e+02  +8.94591893721980114e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.79800000000000004e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.52445946578093725e+01  -9.16465993614997032e+00  6.48678257026228966e+00   +7.57255031784612176e-01  +4.68619242614270515e-01  +1.21929040207090971e+01  +1.32530720197198946e+02  +2.87247498817245230e+02  +2.82849217480799723e+02  +8.59800212849095402e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.77010000000000005e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.50514537207148891e+01  -9.34023557087517986e+00  6.38823930611345858e+00   +7.61306644248574305e-01  +4.54737976937248489e-01  +1.20247926721494913e+01  +1.32532948356805434e+02  +2.87213935472276887e+02  +2.80735211149234431e+02  +8.59800212849095402e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.74720000000000013e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.48929258547842949e+01  -9.48434603808690824e+00  6.30735612514542510e+00   +7.64714453791423554e-01  +4.43264352476746004e-01  +1.18850450831364469e+01  +1.32534875884993937e+02  +2.87184698689731761e+02  +2.79016737290297385e+02  +8.59800212849095402e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.80930000000000000e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.53228201986397536e+01  -9.09354865756951014e+00  6.52669435825088140e+00   +7.55643958832843077e-01  +4.74213158894405851e-01  +1.22603738417268140e+01  +1.32529851585456385e+02  +2.87260512029615427e+02  +2.83711399812626439e+02  +8.59800212849095402e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.75719999999999992e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.49621519971120662e+01  -9.42141570305995302e+00  6.34267629150701406e+00   +7.63216913697802313e-01  +4.48283992742162241e-01  +1.19462767770038472e+01  +1.32534022451660690e+02  +2.87197665864513795e+02  +2.79765239487184772e+02  +8.59800212849095402e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.73460000000000001e+01  -9.94192648542271852e+07  1.10089360984507412e+08   -8.70763356239127097e+03  -3.48057009154513040e+01  -9.56363826022087338e+00  6.26285271552982614e+00   +7.66622724351153861e-01  +4.36918109642124686e-01  +1.18074141525527683e+01  +1.32535978722727975e+02  +2.87167891696410038e+02  +2.78078014201788449e+02  +8.59800212849095402e+01  
