#1:h                      2:Az                      3:vimp                    4:xobs                    5:yobs                    6:zobs                    7:vxobs                   8:vyobs                   9:vzobs                   10:q(AU)                  11:e                      12:i                      13:Omega                  14:omega                  15:M                      16:qapex                  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.79170000000000016e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.48733615949736162e+01  -8.87015968787958897e+00  6.49354274633882778e+00   +7.45522054671085233e-01  +4.53510172547337387e-01  +1.23527401565313344e+01  +1.32534288507556028e+02  +2.84187823338118335e+02  +2.78803625746620924e+02  +8.71440333113414880e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.72800000000000011e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.44440357129880255e+01  -9.28291133343166308e+00  6.26752423791230306e+00   +7.55317326517176424e-01  +4.22561265022511845e-01  +1.19495696158444709e+01  +1.32539108195847831e+02  +2.84046755738027798e+02  +2.74327098799433088e+02  +8.71440333113414880e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.69920000000000009e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.42499291917763315e+01  -9.46952432231548968e+00  6.16533690600203599e+00   +7.59959862738995628e-01  +4.08357774757661329e-01  +1.17625915318386838e+01  +1.32541563671914986e+02  +2.83975648443150931e+02  +2.72356843475568667e+02  +8.71440333113414880e+01  
+3.15650000000000013e+01  +1.75719999999999999e+02  +1.69450000000000003e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.42182520858841457e+01  -9.49997852536250420e+00  6.14866050114168239e+00   +7.60731190634087007e-01  +4.06025871589412501e-01  +1.17317586579129305e+01  +1.32541983768160236e+02  +2.83963542669762603e+02  +2.72038747056250941e+02  +8.71440333113414880e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.79800000000000004e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.46431787921941350e+01  -8.20679144355202972e+00  5.82308136399394716e+00   +7.17764783324326694e-01  +4.50198026626775216e-01  +1.15338340556115533e+01  +1.32533058701290798e+02  +2.78806315303442375e+02  +2.74868055676449160e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.77010000000000005e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.44593687763886720e+01  -8.39723298321786160e+00  5.73483796163829496e+00   +7.22247123356503207e-01  +4.37332236935850105e-01  +1.13740445935308205e+01  +1.32534587426959263e+02  +2.78725588997075249e+02  +2.73068264045602234e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.74720000000000013e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.43084996236307802e+01  -8.55354521469985407e+00  5.66240878909548506e+00   +7.26018748168420713e-01  +4.26684314661586572e-01  +1.12413912668706768e+01  +1.32535951157197502e+02  +2.78655360146223359e+02  +2.71618816924353439e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.80930000000000000e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.47176251426816549e+01  -8.12965920705655165e+00  5.85882152337096596e+00   +7.15982958384124624e-01  +4.55377649177367450e-01  +1.15980307019942561e+01  +1.32532476906721570e+02  +2.78837621735016114e+02  +2.75607107898556080e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.75719999999999992e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.43743813497259225e+01  -8.48528659833217525e+00  5.69403724872116435e+00   +7.24361153396135937e-01  +4.31344241894856317e-01  +1.12994951598736701e+01  +1.32535342705547549e+02  +2.78686492937511559e+02  +2.72248585206723078e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.73460000000000001e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.42254886487508898e+01  -8.63955107132313493e+00  5.62255692996712320e+00   +7.28131390429848535e-01  +4.20789437162712887e-01  +1.11677685735831389e+01  +1.32536748165567815e+02  +2.78615053981110975e+02  +2.70832515127073520e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.79170000000000016e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.46016733047541933e+01  -8.24979437186366837e+00  5.80315543442976711e+00   +7.18766464614389977e-01  +4.47302632172159542e-01  +1.14979166986483552e+01  +1.32533392082219365e+02  +2.78788523611610060e+02  +2.74458506190492358e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.72800000000000011e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.41820067095280891e+01  -8.68460175812580459e+00  5.60168214661417441e+00   +7.29248985610140177e-01  +4.17690901965567740e-01  +1.11290125705654415e+01  +1.32537179861125708e+02  +2.78593441028571021e+02  +2.70423921608659896e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.69920000000000009e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.39922673383740630e+01  -8.88118657326472771e+00  5.51059218289221064e+00   +7.34217718289295607e-01  +4.04078787936800521e-01  +1.09582303070487974e+01  +1.32539188228306813e+02  +2.78494818369580173e+02  +2.68668344670394276e+02  +9.01788190953279667e+01  
+3.32130000000000010e+01  +1.78819999999999993e+02  +1.69450000000000003e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.39613029271093438e+01  -8.91326812295753967e+00  5.49572680686813975e+00   +7.35043290907594682e-01  +4.01842622356245127e-01  +1.09300852940443338e+01  +1.32539536666156124e+02  +2.78478018057089230e+02  +2.68386206483537308e+02  +9.01788190953279667e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.79800000000000004e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.49953809581930173e+01  -8.74855101311030481e+00  6.20884443195754443e+00   +7.40779205554915277e-01  +4.59888683129944298e-01  +1.19236726932965098e+01  +1.32533117517784518e+02  +2.83703018865449735e+02  +2.79440633751133191e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.77010000000000005e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.48061057363634347e+01  -8.93058593876575202e+00  6.11461505096107771e+00   +7.45012331198831701e-01  +4.46456920662438306e-01  +1.17587693584591069e+01  +1.32535043030799102e+02  +2.83648748408568736e+02  +2.77457492369923727e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.74720000000000013e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.46507508051843089e+01  -9.07999811788796052e+00  6.03727265580627304e+00   +7.48573512662103369e-01  +4.35349023854497752e-01  +1.16217643809950104e+01  +1.32536724976800997e+02  +2.83601514947386534e+02  +2.75851301680010749e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.80930000000000000e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.50720408150630618e+01  -8.67482360594519619e+00  6.24700901995969726e+00   +7.39096195914546450e-01  +4.65299297302002424e-01  +1.19898836191156164e+01  +1.32532372422886056e+02  +2.83724064650890739e+02  +2.80251624433595794e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.75719999999999992e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.47185913864852367e+01  -9.01475262482149375e+00  6.07104662748959178e+00   +7.47008492719364425e-01  +4.40209310953202704e-01  +1.16817860246496235e+01  +1.32535978443616784e+02  +2.83622457326102221e+02  +2.76550222628481890e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.73460000000000001e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.45652716727451406e+01  -9.16220743915171099e+00  5.99471745148528434e+00   +7.50567961771800074e-01  +4.29202793630755086e-01  +1.15456860239105890e+01  +1.32537693929418964e+02  +2.83574390992147471e+02  +2.74976283260029732e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.79170000000000016e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.49526413919734367e+01  -8.78965567374218004e+00  6.18756682979705008e+00   +7.41725274272840407e-01  +4.56864948880301158e-01  +1.18866182303496384e+01  +1.32533541313471602e+02  +2.83691058716582745e+02  +2.78990400633408399e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.72800000000000011e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.45204968890865302e+01  -9.20526946457557926e+00  5.97242663017429543e+00   +7.51622936946757858e-01  +4.25973084307868122e-01  +1.15056259495660669e+01  +1.32538214744899904e+02  +2.83559840677567365e+02  +2.74520503721431453e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.69920000000000009e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.43251160149398586e+01  -9.39317648460700738e+00  5.87515759172632723e+00   +7.56312425305417535e-01  +4.11792452191138192e-01  +1.13290062310787967e+01  +1.32540603839095070e+02  +2.83493381212679310e+02  +2.72553116915476494e+02  +8.77907152370214448e+01  
+3.25649999999999977e+01  +1.76069999999999993e+02  +1.69450000000000003e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.42932309417284245e+01  -9.42384186634824772e+00  5.85928382503516865e+00   +7.57091461451444125e-01  +4.09464101689447080e-01  +1.12998853382798607e+01  +1.32541013074389099e+02  +2.83482047814953717e+02  +2.72235478953697566e+02  +8.77907152370214448e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.79800000000000004e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.45756383195934518e+01  -8.29583938386258879e+00  6.14569595027976234e+00   +7.22091741854103186e-01  +4.46985536247177850e-01  +1.20315849483680317e+01  +1.32534148621385555e+02  +2.79386521138245200e+02  +2.74820416774142871e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.77010000000000005e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.43928763456042077e+01  -8.48489914514428989e+00  6.05244645951622928e+00   +7.26523869642245801e-01  +4.34086504301709863e-01  +1.18615226564527347e+01  +1.32535745125962848e+02  +2.79301071397756004e+02  +2.73015119981634768e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.74720000000000013e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.42428674135485096e+01  -8.64007722877694206e+00  5.97590834702572860e+00   +7.30253968831940936e-01  +4.23412628938666435e-01  +1.17203023903866530e+01  +1.32537164128973160e+02  +2.79226878410515781e+02  +2.71561123111441361e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.80930000000000000e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.46496601943632925e+01  -8.21926679237573410e+00  6.18346366517682533e+00   +7.20330145279177381e-01  +4.52179127446377116e-01  +1.20998936755908986e+01  +1.32533539227908165e+02  +2.79419711157987024e+02  +2.75561683952285932e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.75719999999999992e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.43083734974156300e+01  -8.57231387347884244e+00  6.00933110357179778e+00   +7.28614544276552922e-01  +4.28083741106065008e-01  +1.17821628677588421e+01  +1.32536531578355635e+02  +2.79259752712368879e+02  +2.72192881043722480e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.73460000000000001e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.41603297478759487e+01  -8.72545905645255360e+00  5.93379567377768069e+00   +7.32343630865192163e-01  +4.17503987487317985e-01  +1.16419108457819505e+01  +1.32537991423897552e+02  +2.79184353219716229e+02  +2.70772309325555284e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.79170000000000016e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.45343694867571713e+01  -8.33853029770039100e+00  6.12463961365574239e+00   +7.23082119055058592e-01  +4.44082480239680222e-01  +1.19933630854911772e+01  +1.32534497351665294e+02  +2.79367672222585497e+02  +2.74409628482154801e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.72800000000000011e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.41170957325236515e+01  -8.77018287094929860e+00  5.91173665445727359e+00   +7.33449148785942362e-01  +4.14398389812548396e-01  +1.16006405882049890e+01  +1.32538438951031679e+02  +2.79161566260527934e+02  +2.70362398269706830e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.69920000000000009e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.39284382109863643e+01  -8.96534133420782986e+00  5.81547911560459241e+00   +7.38364832010277139e-01  +4.00756655467757739e-01  +1.14187494332922359e+01  +1.32540516166847596e+02  +2.79057717207053486e+02  +2.68601065568113938e+02  +8.94691848896901973e+01  
+3.21929999999999978e+01  +1.78370000000000005e+02  +1.69450000000000003e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.38976503515688208e+01  -8.99719011119793954e+00  5.79977042002794008e+00   +7.39181689579558432e-01  +3.98515843118326385e-01  +1.13887693534794785e+01  +1.32540875808408884e+02  +2.79040046628047037e+02  +2.68317988123939301e+02  +8.94691848896901973e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.79800000000000004e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.52442322857874757e+01  -9.16954753436407621e+00  6.49580579394952906e+00   +7.57425208822486207e-01  +4.68599993361649980e-01  +1.22037309472997713e+01  +1.32530717942726483e+02  +2.87277733238594749e+02  +2.82863469397164749e+02  +8.59903053611248254e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.77010000000000005e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.50510955778400444e+01  -9.34504975537937810e+00  6.39712356423249773e+00   +7.61473892920561557e-01  +4.54715461366930862e-01  +1.20353558800032570e+01  +1.32532949388305838e+02  +2.87244019973129411e+02  +2.80748552142547226e+02  +8.59903053611248254e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.74720000000000013e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.48925711831448453e+01  -9.48909996546003498e+00  6.31612632191995083e+00   +7.64879239369518293e-01  +4.43239227153621018e-01  +1.18953877659982368e+01  +1.32534879591618335e+02  +2.87214654772613130e+02  +2.79029306408294985e+02  +8.59903053611248254e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.80930000000000000e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.53224561137375090e+01  -9.09846598965178543e+00  6.53577386548366768e+00   +7.55815300447110983e-01  +4.74195259295581373e-01  +1.22713060941946512e+01  +1.32529847992343520e+02  +2.87290805296503606e+02  +2.83726011423433249e+02  +8.59903053611248254e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.75719999999999992e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.49617958096492956e+01  -9.42619594359075208e+00  6.35149629672892679e+00   +7.63382781706700597e-01  +4.48259999076896953e-01  +1.19567162228571231e+01  +1.32534024992662580e+02  +2.87227678654829447e+02  +2.79778148347404510e+02  +8.59903053611248254e+01  
+3.20249999999999986e+01  +1.74030000000000001e+02  +1.73460000000000001e+01  -9.94192625144035220e+07  1.10089361104632452e+08   -8.71046192391923250e+03  -3.48053481537492289e+01  -9.56835903301533364e+00  6.27156015366064690e+00   +7.66786130458779747e-01  +4.36891576199972820e-01  +1.18176338638950948e+01  +1.32535983892179615e+02  +2.87197774865070016e+02  +2.78090149340449273e+02  +8.59903053611248254e+01  
